"Year","State","Type","Production","Avg","Measures","Materials","Chemical","Value"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRACLOSTROBIN = 99100)","FUNGICIDE","1.9"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SULFUR = 77501)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","1.5"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CLETHODIM = 121011)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DIURON = 35505)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ISOXABEN = 125851)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NORFLURAZON = 105801)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ORYZALIN = 104201)","HERBICIDE","1"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PARAQUAT = 61601)","HERBICIDE","1.7"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PENDIMETHALIN = 108501)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(RIMSULFURON = 129009)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SIMAZINE = 80807)","HERBICIDE","1.3"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DIAZINON = 57801)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENPROPATHRIN = 127901)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","1.5"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","1.3"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CUPRAMMONIUM ACETATE = 36011)","OTHER","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
2017,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MINERAL OIL = 63502)","OTHER","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BASIC COPPER SULFATE = 8101)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BOSCALID = 128008)","FUNGICIDE","23"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","16"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE","23"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE","14"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE","14"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MEFENOXAM = 113502)","FUNGICIDE","15"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PYRACLOSTROBIN = 99100)","FUNGICIDE","23"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SULFUR = 77501)","FUNGICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE","50"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","7"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CLETHODIM = 121011)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(DIURON = 35505)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ISOXABEN = 125851)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(NORFLURAZON = 105801)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ORYZALIN = 104201)","HERBICIDE","5"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PARAQUAT = 61601)","HERBICIDE","19"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PENDIMETHALIN = 108501)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(RIMSULFURON = 129009)","HERBICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SIMAZINE = 80807)","HERBICIDE","27"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE","39"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(DIAZINON = 57801)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FENPROPATHRIN = 127901)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE","9"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE","28"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","12"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CUPRAMMONIUM ACETATE = 36011)","OTHER","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MINERAL OIL = 63502)","OTHER","(D)"
2017,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER","(D)"
2017,"OREGON"," BLACK","ACRES HARVESTED"," "," "," ","","950"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN LB"," ","","2,180,000"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN LB"," ","","(D)"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN LB"," ","","250,000"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN LB"," ","","(D)"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN $"," ","","2,507,000"
2017,"OREGON"," BLACK","PRODUCTION"," ","MEASURED IN LB"," ","","1,930,000"
2017,"OREGON"," BLACK","YIELD"," ","MEASURED IN LB / ACRE"," ","","2,030"
2017,"OREGON"," FRESH MARKET","PRODUCTION"," ","MEASURED IN $"," ","","1,216,000"
2017,"OREGON"," FRESH MARKET","PRODUCTION"," ","MEASURED IN LB"," ","","650,000"
2017,"OREGON"," NOT SOLD","PRODUCTION"," ","MEASURED IN LB"," ","","280,000"
2017,"OREGON"," PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","4,840,000"
2017,"OREGON"," PROCESSING","PRODUCTION"," ","MEASURED IN LB"," ","","4,470,000"
2017,"OREGON"," RED","ACRES HARVESTED"," "," "," ","","750"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN LB"," ","","3,220,000"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN LB"," ","","(D)"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN LB"," ","","30,000"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN LB"," ","","(D)"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN $"," ","","3,549,000"
2017,"OREGON"," RED","PRODUCTION"," ","MEASURED IN LB"," ","","3,190,000"
2017,"OREGON"," RED","YIELD"," ","MEASURED IN LB / ACRE"," ","","4,250"
2017,"OREGON"," UTILIZED","PRODUCTION"," ","MEASURED IN $"," ","","6,056,000"
2017,"OREGON"," UTILIZED","PRODUCTION"," ","MEASURED IN LB"," ","","5,120,000"
2017,"OREGON"," UTILIZED","YIELD"," ","MEASURED IN LB / ACRE"," ","","3,010"
2017,"WASHINGTON"," ","ACRES HARVESTED"," "," "," ","","9,710"
2017,"WASHINGTON"," ","PRODUCTION"," ","MEASURED IN LB"," ","","78,050,000"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE","1,800"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","41,600"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","47,600"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYMOXANIL = 129106)","FUNGICIDE","500"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","2,400"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FAMOXADONE = 113202)","FUNGICIDE","500"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","1,600"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE","1,600"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","500"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","900"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","FUNGICIDE","104,900"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","200"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CLETHODIM = 121011)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(DIURON = 35505)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(NORFLURAZON = 105801)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ORYZALIN = 104201)","HERBICIDE","15,000"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PARAQUAT = 61601)","HERBICIDE","5,600"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(PENDIMETHALIN = 108501)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(S-METOLACHLOR = 108800)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SIMAZINE = 80807)","HERBICIDE","4,700"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SULFENTRAZONE = 129081)","HERBICIDE","700"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TERBACIL = 12701)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","HERBICIDE","32,300"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(DIAZINON = 57801)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ETOXAZOLE = 107091)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENPROPATHRIN = 127901)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(IMIDACLOPRID = 129099)","INSECTICIDE","900"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE","10,200"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINOSAD = 110003)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","INSECTICIDE","18,400"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","200"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CUPRAMMONIUM ACETATE = 36011)","OTHER","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(METALDEHYDE = 53001)","OTHER","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MINERAL OIL = 63502)","OTHER","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","OTHER","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE","0.323"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","8.562"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","1.27"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYMOXANIL = 129106)","FUNGICIDE","0.136"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.28"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FAMOXADONE = 113202)","FUNGICIDE","0.136"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.187"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","0.5"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE","0.06"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","0.164"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","0.017"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CLETHODIM = 121011)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DIURON = 35505)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(NORFLURAZON = 105801)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ORYZALIN = 104201)","HERBICIDE","2.038"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PARAQUAT = 61601)","HERBICIDE","0.279"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PENDIMETHALIN = 108501)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(S-METOLACHLOR = 108800)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SIMAZINE = 80807)","HERBICIDE","0.694"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFENTRAZONE = 129081)","HERBICIDE","0.198"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(TERBACIL = 12701)","HERBICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
2017,"WASHINGTON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
